ID_PVenta,FolioVenta,IDDeposito,Total,IVA,IEPS
305300,AZB01-136850,177,450.0,0.0,0.0
300177,AWI54-159227,177,449.94,0.0,0.0
302403,AWW17-104076,177,448.97,0.0,0.0
303428,AZC34-211356,177,444.55,0.0,0.0
304880,AZY35-222148,177,443.7,0.0,0.0
304454,AZD45-163190,177,441.22,0.0,0.0
290080,AZQ44-164354,177,439.08,0.0,0.0
290838,AZB29-136700,177,439.08,0.0,0.0
292311,AWI00-159156,177,439.08,0.0,0.0
292668,AZC42-211170,177,439.08,0.0,0.0
292669,AZC42-211170,177,439.08,0.0,0.0
292670,AZC42-211170,177,439.08,0.0,0.0
297631,AZK56-125675,177,439.08,0.0,0.0
304328,AWI54-159275,177,439.08,0.0,0.0
292150,AZU37-175124,177,10.4,0.0,0.0
447218,AZQ10-166324,190,2130.0,0.0,0.0
432060,AZW22-221198,190,66.85,0.0,0.0
412633,AZF27-157407,197,828.82,0.0,0.0
423380,AZC49-213184,197,719.09,0.0,0.0
419469,AZD05-164510,197,17.78,0.0,0.0
421484,AZC06-213160,3364,782.77,0.0,0.0
411105,AZY59-223632,3364,3.53,0.0,0.0
439867,AWW46-105080,178,2424.0,0.0,0.0
441530,AZL22-210633,178,2340.92,0.0,0.0
439870,AWW46-105080,178,1070.47,0.0,0.0
446613,AWX24-170973,178,25.96,0.0,0.0
439869,AWW46-105080,1730,2312.4,0.0,0.0
435638,AWW47-105044,1730,2282.5,0.0,0.0
431818,AZW04-221194,1730,2089.5,0.0,0.0
430881,AZL02-210465,1730,1645.6,0.0,0.0
431049,AZL07-210467,1730,40.0,0.0,0.0
129517,AZG09-157055,1699,9980.46,0.0,0.0
124638,AWW084301-102747,1699,1863.72,0.0,0.0
131799,AVA46-88853,1699,71.82,0.0,0.0
308309,AZX08-192817,242,285.0,0.0,0.0
447939,AZN24-141402,221,2043.0,0.0,0.0
441900,AZG24-160888,221,1800.0,0.0,0.0
433889,AZT32-192281,221,68.17,0.0,0.0
291415,AZI55-162121,248,62.91,0.0,0.0
454710,AZN41-141481,212,3375.28,0.0,0.0
457596,AZG14-161105,212,3073.56,0.0,0.0
457597,AZG14-161105,212,2700.0,0.0,0.0
458141,AZO23-118164,212,513.81,0.0,0.0
451784,AZR34-139785,212,4.35,0.0,0.0
464391,AZL57-211003,1707,2340.92,0.0,0.0
464392,AZL57-211003,1707,2340.92,0.0,0.0
464393,AZL57-211003,1707,2340.92,0.0,0.0
465515,AZQ11-166544,1707,2340.92,0.0,0.0
453345,AZD07-164936,1707,968.6,0.0,0.0
462082,AZL10-210968,1707,8.22,0.0,0.0
134407,AZC42-208960,241,391.5,0.0,0.0
134475,AVC03-105750,241,1.08,0.0,0.0
453210,AWW10-105161,229,1734.72,0.0,0.0
454963,AZB44-138177,229,63.36,0.0,0.0
349066,AZJ57-158238,3374,1786.95,0.0,0.0
364866,AZW24-220185,3374,1770.3,0.0,0.0
351074,AZQ04-165138,3374,828.67,0.0,0.0
373317,AZP50-102826,3374,2.5,0.0,0.0
256723,AWW12-103772,1729,3375.28,0.0,0.0
260470,AZN32-139589,1729,3375.28,0.0,0.0
269069,AWX37-168440,1729,1653.76,0.0,0.0
268936,AZZ04-111387,1729,1.68,0.0,0.0
430987,AZK58-127077,1670,1991.58,0.0,0.0
441174,AZW36-221319,1670,1896.96,0.0,0.0
443486,AZG10-160911,1670,1800.0,0.0,0.0
440027,AZL12-210615,1670,1771.87,0.0,0.0
437718,AZW27-221276,1670,1762.6,0.0,0.0
444938,AWX58-170958,1670,1729.1,0.0,0.0
435982,AZY37-224049,1670,1710.21,0.0,0.0
442536,AZL07-210644,1670,1708.3,0.0,0.0
437881,AZV42-123854,1670,1366.12,0.0,0.0
436638,AZL40-210573,1670,1337.9,0.0,0.0
440841,AZY11-224153,1670,1319.45,0.0,0.0
444597,AVC49-88626,1670,520.52,0.0,0.0
430223,AVC51-109695,1670,5.4,0.0,0.0
460540,AZQ29-166475,233,1425.0,0.0,0.0
465600,AZW35-221672,233,15.18,0.0,0.0
443472,AZQ01-166285,1728,1317.24,0.0,0.0
431817,AZW04-221194,1728,1237.42,0.0,0.0
431464,AZL08-210478,1728,1224.27,0.0,0.0
438483,AWI05-160767,1728,1184.36,0.0,0.0
444506,AZN14-141377,1728,1170.71,0.0,0.0
443705,AZI46-163911,1728,1165.65,0.0,0.0
448722,AWI19-160906,1728,1109.9,0.0,0.0
434111,AWW30-105037,1728,18.45,0.0,0.0
460128,AZS09-152179,1673,2203.25,0.0,0.0
450885,AZF17-157808,1673,2053.52,0.0,0.0
463453,AZI48-164139,1673,1952.2,0.0,0.0
452067,AZO03-118108,1673,1729.0,0.0,0.0
462020,AZM48-140610,1673,1723.75,0.0,0.0
450081,AWW08-105129,1673,1717.67,0.0,0.0
456098,AZW05-221539,1673,1697.3,0.0,0.0
467122,AZQ29-166569,1673,1691.5,0.0,0.0
456099,AZW05-221539,1673,1679.7,0.0,0.0
456100,AZW05-221539,1673,810.55,0.0,0.0
462597,AWX36-171201,1673,1.55,0.0,0.0
347072,AWI14-159761,1745,1767.76,0.0,0.0
362565,AZJ48-158477,1745,1764.66,0.0,0.0
352324,AZG49-159910,1745,1762.76,0.0,0.0
359250,AZF56-156822,1745,1211.44,0.0,0.0
356957,AZV37-123052,1745,27.38,0.0,0.0
457804,AZL43-210914,231,1621.87,0.0,0.0
458195,AWI25-161006,231,1.75,0.0,0.0
359271,AZN43-140477,1696,1760.5,0.0,0.0
361276,AZT08-191352,1696,1757.12,0.0,0.0
349543,AZC03-212000,1696,1752.6,0.0,0.0
347075,AWI14-159761,1696,1743.82,0.0,0.0
368755,AZG14-160034,1696,1741.17,0.0,0.0
358242,AWX40-169717,1696,1724.66,0.0,0.0
349072,AZJ57-158238,1696,1597.7,0.0,0.0
352690,AZP09-102675,1696,17.43,0.0,0.0
450582,AZL42-210788,3373,1662.1,0.0,0.0
459989,AZL21-210943,3373,1582.87,0.0,0.0
464314,AZQ15-166531,3373,1210.8,0.0,0.0
449880,AZM10-140481,3373,3.5,0.0,0.0
305155,AZL07-208551,3377,439.08,0.0,0.0
301422,AZC55-211318,3377,437.85,0.0,0.0
302720,AZQ28-164514,3377,433.5,0.0,0.0
294214,AVZ12-85426,3377,431.37,0.0,0.0
296791,AZI54-162189,3377,430.0,0.0,0.0
304387,AVZ07-85534,3377,430.0,0.0,0.0
306428,AZH49-153431,3377,322.77,0.0,0.0
296957,AZC02-211238,3377,3.22,0.0,0.0
328439,AZQ37-164830,1711,1952.2,0.0,0.0
330428,AZO11-117173,1711,1952.2,0.0,0.0
332447,AZJ45-158038,1711,1952.2,0.0,0.0
333012,AWI04-159602,1711,1952.2,0.0,0.0
333013,AWI04-159602,1711,1952.2,0.0,0.0
334747,AWI22-159620,1711,197.0,0.0,0.0
465983,AZV14-124155,3376,1531.92,0.0,0.0
460007,AZQ26-166463,3376,1496.0,0.0,0.0
456856,AZG56-161089,3376,432.45,0.0,0.0
464122,AZX10-194662,3376,2.41,0.0,0.0
459981,AWX14-171163,216,1447.68,0.0,0.0
449998,AWX23-171022,216,1363.29,0.0,0.0
462201,AZL52-210970,216,1357.05,0.0,0.0
457536,AZA04-111313,216,1349.94,0.0,0.0
467467,AWI18-161109,216,1236.0,0.0,0.0
452806,AZH45-154928,216,15.72,0.0,0.0
434840,AZA16-111037,1674,1136.45,0.0,0.0
438101,AZD39-164732,1674,1104.4,0.0,0.0
430537,AZF41-157583,1674,1060.82,0.0,0.0
443618,AZL55-210657,1674,1057.35,0.0,0.0
442221,AZF28-157721,1674,1040.4,0.0,0.0
439504,AZF44-157689,1674,1035.3,0.0,0.0
438451,AZQ32-166206,1674,984.2,0.0,0.0
444635,AZL29-210673,1674,965.96,0.0,0.0
435053,AZN42-141281,1674,946.57,0.0,0.0
441529,AZL22-210633,1674,945.6,0.0,0.0
432631,AWW43-105033,1674,923.76,0.0,0.0
446587,AZL19-210704,1674,911.24,0.0,0.0
448721,AWI19-160906,1674,904.5,0.0,0.0
431959,AZO21-117944,1674,900.74,0.0,0.0
442622,AZG33-160893,1674,900.0,0.0,0.0
431960,AZO21-117944,1674,896.68,0.0,0.0
436637,AZL40-210573,1674,893.35,0.0,0.0
448311,AZY54-224285,1674,564.04,0.0,0.0
431831,AVC03-109729,1674,1.64,0.0,0.0
333137,AWI30-159604,1743,1952.2,0.0,0.0
333138,AWI30-159604,1743,1952.2,0.0,0.0
334377,AZI12-162618,1743,1952.2,0.0,0.0
329462,AZL34-208980,1743,1407.52,0.0,0.0
325830,AZU49-175594,1743,5.88,0.0,0.0
425211,AWX39-170706,1706,823.76,0.0,0.0
416194,AZL15-210239,1706,821.37,0.0,0.0
412766,AZC43-213021,1706,814.98,0.0,0.0
412921,AZB59-137808,1706,804.15,0.0,0.0
422502,AWX20-170677,1706,773.1,0.0,0.0
424075,AZO02-117880,1706,754.68,0.0,0.0
414714,AZL38-210215,1706,703.5,0.0,0.0
410605,AWX28-170520,1706,703.12,0.0,0.0
414937,AZP17-103186,1706,700.4,0.0,0.0
416231,AVC18320231688413453-88352,1706,697.74,0.0,0.0
422246,AZM16-140159,1706,689.44,0.0,0.0
411314,AZQ33-165885,1706,687.15,0.0,0.0
414715,AZL38-210215,1706,686.4,0.0,0.0
414212,AZF01-157426,1706,673.96,0.0,0.0
424661,AZG42-160649,1706,96.25,0.0,0.0
334502,AZL35-209060,220,1952.2,0.0,0.0
336247,AZE56-145658,220,1952.2,0.0,0.0
338394,AZT47-191091,220,1459.2,0.0,0.0
331800,AZO34-117185,220,11.6,0.0,0.0
454330,AZK29-127313,222,1305.04,0.0,0.0
460296,AZL03-210948,222,1143.82,0.0,0.0
463634,AWX51-171216,222,1142.66,0.0,0.0
451366,AZH36-154909,222,314.1,0.0,0.0
464480,AZN23-141580,222,1.1,0.0,0.0
370049,AZW05-220236,3366,1719.58,0.0,0.0
354916,AZN49-140438,3366,1717.67,0.0,0.0
346480,AZH44-153798,3366,1713.86,0.0,0.0
367200,AVC20-87785,3366,1710.69,0.0,0.0
362366,AZQ22-165307,3366,822.32,0.0,0.0
366394,AWW14-128198,3366,3.75,0.0,0.0
447682,AZK26-127263,1751,891.42,0.0,0.0
447267,AZL02-210720,1751,889.34,0.0,0.0
431961,AZO21-117944,1751,887.4,0.0,0.0
444630,AZL29-210673,1751,878.16,0.0,0.0
433702,AZO19-117958,1751,865.92,0.0,0.0
431293,AZR06-139574,1751,860.62,0.0,0.0
438559,AZL05-210599,1751,561.26,0.0,0.0
436073,AZW52-221247,1751,5.88,0.0,0.0
234236,AVC18-86487,1702,940.2,0.0,0.0
232260,AZL23-207406,1702,939.55,0.0,0.0
236391,AWW21-103640,1702,937.95,0.0,0.0
236644,AVC14-107132,1702,934.38,0.0,0.0
234123,AWI22-158447,1702,934.2,0.0,0.0
234386,AZQ11-163778,1702,919.3,0.0,0.0
245498,AZG29-158464,1702,909.6,0.0,0.0
232874,AVC03-107083,1702,879.63,0.0,0.0
231829,AZJ53-156709,1702,874.82,0.0,0.0
232665,AWI50-158418,1702,867.76,0.0,0.0
238304,AZH00-152906,1702,865.45,0.0,0.0
239350,AZM08-138299,1702,858.8,0.0,0.0
234944,AWX31-167950,1702,656.55,0.0,0.0
232940,AZC33-210353,1702,4.31,0.0,0.0
267676,AZQ22-164103,1727,3078.89,0.0,0.0
268314,AZW05-218780,1727,2319.45,0.0,0.0
257476,AZF53-155724,1727,2281.52,0.0,0.0
250046,AVC060529-86662,1727,778.6,0.0,0.0
269238,AVA48-90187,1727,9.54,0.0,0.0
338530,AZI26-162651,1705,1952.2,0.0,0.0
340894,AZY57-222737,1705,1950.92,0.0,0.0
334954,AZU44-175706,1705,1950.48,0.0,0.0
326513,AZH44-153604,1705,1927.36,0.0,0.0
330863,AZL12-208997,1705,1878.75,0.0,0.0
327899,AZJ29-157933,1705,782.04,0.0,0.0
329264,AZL46-208975,1705,4.25,0.0,0.0
392692,AWX30-170245,1731,420.0,0.0,0.0
395214,AZI18-163307,1731,420.0,0.0,0.0
397105,AVZ42-86170,1731,420.0,0.0,0.0
398297,AVC30-88186,1731,420.0,0.0,0.0
398908,AZB51-137697,1731,420.0,0.0,0.0
402236,AWX07-170384,1731,420.0,0.0,0.0
402297,AWI49-160406,1731,420.0,0.0,0.0
402324,AVC17-88232,1731,420.0,0.0,0.0
404370,AVC01-88258,1731,420.0,0.0,0.0
405597,AVC43-88273,1731,420.0,0.0,0.0
405774,AZT20-191876,1731,420.0,0.0,0.0
406069,AZR08-139327,1731,420.0,0.0,0.0
406473,AZL11-210080,1731,420.0,0.0,0.0
374412,AZI43-163063,1731,419.9,0.0,0.0
383087,AZI40-163172,1731,419.9,0.0,0.0
394882,AZX05-193852,1731,419.9,0.0,0.0
395294,AZP39-103027,1731,419.9,0.0,0.0
395758,AZI34-163316,1731,419.9,0.0,0.0
396727,AZU46-176380,1731,419.9,0.0,0.0
392338,AZV33-123360,1731,119.6,0.0,0.0
445124,AZT16-192453,1732,855.0,0.0,0.0
430242,AZG31-160719,1732,833.4,0.0,0.0
446801,AZZ27-112729,1732,833.32,0.0,0.0
431040,AZG19-160730,1732,828.75,0.0,0.0
440368,AZH33-154832,1732,827.05,0.0,0.0
432355,AZZ26-112637,1732,819.17,0.0,0.0
443789,AZC54-213463,1732,817.0,0.0,0.0
433911,AZO46-117961,1732,799.79,0.0,0.0
443276,AZO15-118037,1732,798.0,0.0,0.0
444509,AZN14-141377,1732,604.35,0.0,0.0
432859,AZD48-164667,1732,5.17,0.0,0.0
417934,AZR36-139454,235,663.0,0.0,0.0
426987,AZF32-157549,235,473.02,0.0,0.0
418816,AZH28-154643,235,1.65,0.0,0.0
438375,AZP36-103359,213,787.15,0.0,0.0
448449,AVC09-109936,213,778.4,0.0,0.0
437011,AZU53-176899,213,764.97,0.0,0.0
434856,AZH26-154789,213,757.26,0.0,0.0
439503,AZF44-157689,213,742.98,0.0,0.0
438784,AWI51-160772,213,742.3,0.0,0.0
435429,AZW59-221238,213,725.05,0.0,0.0
438824,AZL32-210602,213,723.9,0.0,0.0
439684,AZW19-221305,213,720.0,0.0,0.0
444632,AZL29-210673,213,516.15,0.0,0.0
433400,AZL11-210507,213,9.24,0.0,0.0
467813,AZE17-146999,1669,1136.58,0.0,0.0
467814,AZE17-146999,1669,1130.12,0.0,0.0
453957,AZI34-164029,1669,1129.7,0.0,0.0
467809,AZE17-146999,1669,1124.42,0.0,0.0
460024,AZK54-127360,1669,1119.25,0.0,0.0
467121,AZQ29-166569,1669,1102.62,0.0,0.0
463450,AZI48-164139,1669,1093.52,0.0,0.0
460066,AZL29-210945,1669,1093.3,0.0,0.0
467811,AZE17-146999,1669,1087.18,0.0,0.0
467812,AZE17-146999,1669,1081.1,0.0,0.0
465273,AZK19-127416,1669,1079.54,0.0,0.0
467810,AZE17-146999,1669,1079.2,0.0,0.0
451151,AZY21-224325,1669,1049.07,0.0,0.0
462080,AZL10-210968,1669,1008.0,0.0,0.0
462078,AZL10-210968,1669,996.6,0.0,0.0
449997,AWX23-171022,1669,986.58,0.0,0.0
460146,AZH56-155008,1669,986.11,0.0,0.0
461600,AZQ53-166493,1669,981.16,0.0,0.0
460311,AZQ48-166467,1669,740.66,0.0,0.0
456859,AZG56-161089,1669,17.29,0.0,0.0
425640,AZN50-141187,1740,660.82,0.0,0.0
413393,AZL02-210192,1740,632.4,0.0,0.0
427761,AZO29-117903,1740,630.83,0.0,0.0
420784,AZJ47-159152,1740,623.02,0.0,0.0
419720,AVC25-88396,1740,622.35,0.0,0.0
423258,AZK02-127003,1740,621.0,0.0,0.0
421483,AZC06-213160,1740,620.31,0.0,0.0
417933,AZR36-139454,1740,609.02,0.0,0.0
423039,AZC04-213181,1740,606.34,0.0,0.0
420785,AZJ47-159152,1740,601.42,0.0,0.0
419096,AZQ55-165972,1740,600.98,0.0,0.0
424372,AZW44-221091,1740,600.6,0.0,0.0
421716,AZY13-223796,1740,9.91,0.0,0.0
449398,AZA40-111183,1739,958.75,0.0,0.0
456160,AZN23-141502,1739,936.32,0.0,0.0
456097,AZW05-221539,1739,928.58,0.0,0.0
457806,AZL43-210914,1739,927.06,0.0,0.0
462079,AZL10-210968,1739,922.8,0.0,0.0
452472,AZH24-154926,1739,917.7,0.0,0.0
466202,AZG202823-161221,1739,896.4,0.0,0.0
454185,AZB42-138168,1739,893.7,0.0,0.0
464360,AZY51-224564,1739,345.82,0.0,0.0
455753,AZG39-161077,1739,2.87,0.0,0.0
464748,AZC12-213762,1712,878.16,0.0,0.0
462081,AZL10-210968,1712,872.1,0.0,0.0
458751,AZU26-177223,1712,870.0,0.0,0.0
457480,AZC36-213630,1712,859.42,0.0,0.0
452583,AZM41-140508,1712,855.0,0.0,0.0
450504,AZW46-221457,1712,847.43,0.0,0.0
463304,AZS28-152206,1712,822.03,0.0,0.0
451329,AZL58-210801,1712,818.57,0.0,0.0
466227,AZW25-221680,1712,799.2,0.0,0.0
457805,AZL43-210914,1712,788.22,0.0,0.0
461608,AVC36-110137,1712,783.71,0.0,0.0
455786,AVA09-91896,1712,677.7,0.0,0.0
453902,AZV26-124033,1712,2.96,0.0,0.0
347902,AZL25-209251,223,1709.35,0.0,0.0
357498,AZJ02-158407,223,1530.64,0.0,0.0
372123,AZE32-146098,223,6.64,0.0,0.0
152636,AVC21-85823,1763,111.54,0.0,0.0
420113,AZL57-210302,1737,600.4,0.0,0.0
414716,AZL38-210215,1737,600.0,0.0,0.0
409520,AVZ05-86237,1737,599.9,0.0,0.0
414895,AZB53-137822,1737,599.9,0.0,0.0
419640,AWX08-170638,1737,599.9,0.0,0.0
421012,AZC03-213152,1737,599.9,0.0,0.0
421374,AZM15-140150,1737,599.9,0.0,0.0
422077,AZD30-164532,1737,599.9,0.0,0.0
427512,AZD55-164598,1737,599.9,0.0,0.0
427970,AZF11-157558,1737,599.9,0.0,0.0
428547,AVZ49-86395,1737,592.5,0.0,0.0
413424,AZJ10-159025,1737,585.6,0.0,0.0
411313,AZQ33-165885,1737,579.6,0.0,0.0
416663,AZC44-213071,1737,4.7,0.0,0.0
397174,AWW21-128478,1694,419.9,0.0,0.0
397493,AZM18-139901,1694,419.9,0.0,0.0
398772,AZZ45-112372,1694,419.9,0.0,0.0
400043,AVC06-88199,1694,419.9,0.0,0.0
404201,AZL55-210035,1694,419.9,0.0,0.0
404489,AVC56-88260,1694,419.9,0.0,0.0
404685,AZR26-139324,1694,419.9,0.0,0.0
406126,AZL55-210074,1694,419.9,0.0,0.0
399584,AZM17-139924,1694,419.78,0.0,0.0
394345,AZI52-163299,1694,418.2,0.0,0.0
398748,AZL40-209947,1694,418.2,0.0,0.0
392482,AZQ17-165684,1694,418.0,0.0,0.0
397614,AZC10-212846,1694,418.0,0.0,0.0
393126,AZQ24-165690,1694,416.4,0.0,0.0
398596,AZL58-209944,1694,416.1,0.0,0.0
397389,AZT01-191774,1694,414.71,0.0,0.0
388418,AZL00-209798,1694,414.2,0.0,0.0
405574,AWW47-128546,1694,413.92,0.0,0.0
406708,AZX51-193943,1694,413.25,0.0,0.0
390791,AVA26-91278,1694,411.62,0.0,0.0
380426,AWX02-170063,1694,411.04,0.0,0.0
379463,AZG05-160174,1694,410.85,0.0,0.0
398328,AZL33-209939,1694,408.87,0.0,0.0
395177,AZI46-163306,1694,407.55,0.0,0.0
381041,AZA39-110628,1694,406.6,0.0,0.0
374019,AZQ49-165431,1694,406.57,0.0,0.0
405454,AVA59-64282,1694,405.84,0.0,0.0
389228,AZH48-154384,1694,405.4,0.0,0.0
398325,AZL33-209939,1694,404.82,0.0,0.0
393896,AZL58-209886,1694,404.7,0.0,0.0
389650,AZU46-176288,1694,22.18,0.0,0.0
400184,AZD11-164258,1656,404.7,0.0,0.0
403239,AZA24-110756,1656,404.22,0.0,0.0
386321,AVC21-109155,1656,403.68,0.0,0.0
402646,AWI36-160412,1656,403.3,0.0,0.0
402394,AZC39-212908,1656,401.85,0.0,0.0
396411,AWW30-104821,1656,400.98,0.0,0.0
380097,AZX07-193688,1656,400.89,0.0,0.0
384320,AZF00-157130,1656,400.89,0.0,0.0
378807,AZT15-191537,1656,400.39,0.0,0.0
403993,AVA09-64269,1656,399.99,0.0,0.0
390446,AZC08-212720,1656,399.9,0.0,0.0
391968,AZB04-137640,1656,399.9,0.0,0.0
393903,AZC57-212777,1656,399.9,0.0,0.0
395439,AZN24-140902,1656,399.9,0.0,0.0
395916,AVA28-91338,1656,399.9,0.0,0.0
397110,AZQ49-165752,1656,399.9,0.0,0.0
398252,AZS43-151575,1656,399.9,0.0,0.0
398431,AZP59-103046,1656,399.9,0.0,0.0
401427,AVA41-64246,1656,399.9,0.0,0.0
402703,AZF29-157289,1656,399.9,0.0,0.0
405260,AZQ39-165827,1656,399.9,0.0,0.0
405825,AVA32-91443,1656,399.9,0.0,0.0
406679,AZC02-212962,1656,399.9,0.0,0.0
406923,AZS03-151670,1656,399.9,0.0,0.0
383264,AZE57-146224,1656,399.89,0.0,0.0
390248,AZY58-223388,1656,399.88,0.0,0.0
388723,AZO04-117641,1656,399.8,0.0,0.0
379049,AZY01-223227,1656,399.64,0.0,0.0
385939,AZL40-209752,1656,399.64,0.0,0.0
388649,AZN35-140832,1656,399.64,0.0,0.0
388698,AZD49-164121,1656,399.64,0.0,0.0
379315,AZD40-164019,1656,399.62,0.0,0.0
376641,AVA23-91190,1656,399.24,0.0,0.0
375821,AVZ53-86071,1656,399.0,0.0,0.0
387357,AVA59-91249,1656,399.0,0.0,0.0
388126,AWX55-170171,1656,399.0,0.0,0.0
388420,AZC31-212675,1656,399.0,0.0,0.0
388486,AZH54-154381,1656,399.0,0.0,0.0
389986,AZH46-154386,1656,399.0,0.0,0.0
392393,AWX57-170238,1656,399.0,0.0,0.0
392486,AVA49-64185,1656,399.0,0.0,0.0
392844,AZC07-212757,1656,399.0,0.0,0.0
393031,AZI09-163282,1656,399.0,0.0,0.0
393342,AVA58-64196,1656,399.0,0.0,0.0
393704,AZN54-140889,1656,399.0,0.0,0.0
393863,AWI31-160326,1656,399.0,0.0,0.0
396445,AZI38-163326,1656,399.0,0.0,0.0
396972,AZQ40-165748,1656,399.0,0.0,0.0
397195,AZC40-212839,1656,399.0,0.0,0.0
397783,AZP57-103043,1656,399.0,0.0,0.0
397872,AZM49-139904,1656,399.0,0.0,0.0
398163,AZW45-220735,1656,399.0,0.0,0.0
398684,AVC18-88188,1656,399.0,0.0,0.0
399988,AVZ50-86187,1656,399.0,0.0,0.0
400003,AVA44-91387,1656,399.0,0.0,0.0
400515,AZV35-123425,1656,399.0,0.0,0.0
400691,AWI51-160390,1656,399.0,0.0,0.0
401373,AZS09-151598,1656,399.0,0.0,0.0
401678,AZB21-137716,1656,399.0,0.0,0.0
401705,AWI08-160401,1656,399.0,0.0,0.0
402935,AZF19-157291,1656,399.0,0.0,0.0
403211,AZL19-210019,1656,399.0,0.0,0.0
403440,AWW44-104864,1656,399.0,0.0,0.0
403464,AZL38-210020,1656,399.0,0.0,0.0
403639,AVC24-88253,1656,399.0,0.0,0.0
404371,AVC01-88258,1656,399.0,0.0,0.0
404517,AZS12-151636,1656,399.0,0.0,0.0
404623,AZO44-117732,1656,399.0,0.0,0.0
404788,AZY08-223569,1656,399.0,0.0,0.0
405182,AZM04-139980,1656,399.0,0.0,0.0
384079,AWI35-160171,1656,17.52,0.0,0.0
431039,AZG19-160730,1659,713.05,0.0,0.0
439505,AZF44-157689,1659,703.83,0.0,0.0
431038,AZG19-160730,1659,703.3,0.0,0.0
431474,AZL01-210479,1659,700.35,0.0,0.0
446868,AWW34-128995,1659,687.5,0.0,0.0
432228,AZA57-111021,1659,678.6,0.0,0.0
438543,AVC46-88558,1659,678.0,0.0,0.0
439682,AZW19-221305,1659,676.35,0.0,0.0
439681,AZW19-221305,1659,672.97,0.0,0.0
431794,AZU15-176818,1659,670.95,0.0,0.0
446359,AZQ22-166315,1659,668.16,0.0,0.0
439685,AZW19-221305,1659,666.45,0.0,0.0
444508,AZN14-141377,1659,665.92,0.0,0.0
444633,AZL29-210673,1659,662.85,0.0,0.0
439683,AZW19-221305,1659,657.45,0.0,0.0
440220,AZL34-210618,1659,654.0,0.0,0.0
441528,AZL22-210633,1659,651.0,0.0,0.0
444634,AZL29-210673,1659,646.87,0.0,0.0
446879,AWW34-128995,1659,644.85,0.0,0.0
446358,AZQ22-166315,1659,644.38,0.0,0.0
431533,AZG35-160746,1659,643.8,0.0,0.0
437928,AZD37-164729,1659,642.06,0.0,0.0
449354,AZS28-152078,1659,638.55,0.0,0.0
441465,AZC32-213418,1659,630.52,0.0,0.0
435019,AZK30-127124,1659,630.46,0.0,0.0
437734,AZQ02-166196,1659,626.58,0.0,0.0
444507,AZN14-141377,1659,621.0,0.0,0.0
430951,AVA12-91661,1659,611.8,0.0,0.0
432332,AZH20-154771,1659,610.87,0.0,0.0
436791,AZL39-210577,1659,603.29,0.0,0.0
442863,AZI27-163903,1659,603.25,0.0,0.0
433399,AZL11-210507,1659,599.9,0.0,0.0
439918,AZC37-213399,1659,599.9,0.0,0.0
442088,AZK21-127200,1659,512.42,0.0,0.0
430758,AZW26-221184,1659,12.76,0.0,0.0
316073,AWW12-104198,1701,946.05,0.0,0.0
320221,AZL04-208831,1701,935.4,0.0,0.0
318109,AZF29-156396,1701,923.94,0.0,0.0
322695,AZC44-211635,1701,917.55,0.0,0.0
315617,AZL25-208754,1701,915.82,0.0,0.0
311495,AZH15-153474,1701,911.05,0.0,0.0
311693,AZY11-222264,1701,906.3,0.0,0.0
309877,AWI22-159346,1701,868.68,0.0,0.0
315640,AZO59-117037,1701,859.35,0.0,0.0
322072,AZZ51-111760,1701,856.97,0.0,0.0
313094,AZW06-219449,1701,847.43,0.0,0.0
308848,AZK16-125782,1701,846.18,0.0,0.0
325138,AZY06-222495,1701,843.6,0.0,0.0
312154,AWI24-159374,1701,18.68,0.0,0.0
348787,AZJ45-158233,1682,1635.37,0.0,0.0
348322,AZQ54-165097,1682,1619.2,0.0,0.0
354359,AZL19-209350,1682,1597.38,0.0,0.0
351621,AZQ38-165152,1682,1583.4,0.0,0.0
355197,AZC09-212077,1682,1566.45,0.0,0.0
349069,AZJ57-158238,1682,1525.7,0.0,0.0
348527,AWI26-159784,1682,1521.52,0.0,0.0
350903,AZW39-220053,1682,1515.44,0.0,0.0
358313,AVA17-63947,1682,1419.0,0.0,0.0
369420,AZH49-154025,1682,13.54,0.0,0.0
453620,AZU44-177141,1725,778.05,0.0,0.0
450144,AZG06-160993,1725,738.0,0.0,0.0
451270,AZF17-157811,1725,737.66,0.0,0.0
459064,AZH58-154998,1725,734.3,0.0,0.0
459757,AZG08-161149,1725,733.92,0.0,0.0
463333,AWX04-171207,1725,730.12,0.0,0.0
450297,AWI57-160929,1725,729.53,0.0,0.0
454457,AVC28-110050,1725,729.06,0.0,0.0
464568,AZP51-103532,1725,726.97,0.0,0.0
461970,AZQ49-166499,1725,707.4,0.0,0.0
452290,AVC06-110026,1725,695.0,0.0,0.0
466162,AVC59-88809,1725,631.23,0.0,0.0
461543,AZX59-194620,1725,3.76,0.0,0.0
459756,AZG08-161149,240,641.88,0.0,0.0
455782,AVA09-91896,240,11.04,0.0,0.0
405277,AVA32-91435,3370,399.0,0.0,0.0
407573,AWW28-128566,3370,399.0,0.0,0.0
407711,AZL34-210104,3370,399.0,0.0,0.0
408338,AWX10-170469,3370,399.0,0.0,0.0
395810,AZM144516-139879,3370,398.67,0.0,0.0
373627,AZF071300-156949,3370,398.4,0.0,0.0
396790,AZC39-212834,3370,397.75,0.0,0.0
399241,AZF07-157253,3370,397.2,0.0,0.0
391728,AZA16-110709,3370,395.9,0.0,0.0
399798,AZK52-126816,3370,395.2,0.0,0.0
