ID_PVenta,FolioVenta,Total,IVA,IEPS,IDDeposito
188181,AZL51-206778,1484.07,0.0,0.0,1342
37108,AZI20-159259,1484.0,0.0,0.0,1342
45614,AZA45-107604,1484.0,0.0,0.0,1342
171366,AZL22-206488,1482.8,0.0,0.0,1342
37446,AZL37-204541,1480.5,0.0,0.0,1342
69786,AZL59-204940,1478.4,0.0,0.0,1342
1037526,AZQ49-173546,1477.35,0.0,0.0,1342
20040,AZC21-207103,1476.5,0.0,0.0,1342
34020,AZG42-156066,1475.0,0.0,0.0,1342
201076,AZB09-135843,1474.4,0.0,0.0,1342
97871,AZK08-123664,1471.75,0.0,0.0,1342
18313,AWW05-124700,1470.24,0.0,0.0,1342
43859,AWI31-156441,1469.16,0.0,0.0,1342
25357,AZL07-204372,1468.08,0.0,0.0,1342
43453,AZJ58-154567,1468.0,0.0,0.0,1342
32607,AZG12-156053,1467.36,0.0,0.0,1342
199805,AZH52-152399,1464.67,0.0,0.0,1342
216949,AZL12-207171,1463.55,0.0,0.0,1341
38894,AZO40-114589,1463.0,0.0,0.0,1341
44287,AZW15-215334,1462.5,0.0,0.0,1341
152891,AZS11-149290,1462.12,0.0,0.0,1341
208651,AZM39-137982,1460.87,0.0,0.0,1341
39359,AZK39-122999,1460.5,0.0,0.0,1341
18636,AZY04-217723,1459.8,0.0,0.0,1341
57293,AZL24-204811,1458.62,0.0,0.0,1341
202428,AZL57-206989,1456.12,0.0,0.0,1341
11763,AVZ11-83541,1454.64,0.0,0.0,1341
10535,AZG15-155765,1454.4,0.0,0.0,1341
41584,AZL16-204604,1454.4,0.0,0.0,1341
12846,AZT37-186643,1453.37,0.0,0.0,1341
194405,AWI58-158070,1453.12,0.0,0.0,1341
175217,AZG31-157638,1452.48,0.0,0.0,1341
1038887,AZJ11-166243,1451.8,0.0,0.0,1341
47962,AZO28-114668,1450.75,0.0,0.0,1341
1038479,AZQ44-173559,1449.96,0.0,0.0,1341
29071,AVC36-104371,1449.0,0.0,0.0,1341
1032841,AVC08-94520,1448.94,0.0,0.0,1341
215084,AZI10-161256,1448.67,0.0,0.0,1341
185764,AZT29-188900,1445.9,0.0,0.0,1341
45246,AZG04-156210,1445.76,0.0,0.0,1341
36673,AZA44-107519,1445.5,0.0,0.0,1341
81503,AZI25-159763,1443.75,0.0,0.0,1341
27223,AZW57-215128,1441.8,0.0,0.0,1340
1040411,AZZ52-116826,1441.6,0.0,0.0,1340
183351,AZA39-108891,1441.12,0.0,0.0,1340
61897,AVC34-84879,1437.12,0.0,0.0,1340
21500,AZW08-215032,1431.36,0.0,0.0,1340
207000,AZO22-116067,1430.0,0.0,0.0,1340
42364,AZC53-207427,1429.2,0.0,0.0,1340
44324,AZL01-204644,1429.2,0.0,0.0,1340
194408,AWI58-158070,1429.18,0.0,0.0,1340
1122,AZC21-206831,1427.04,0.0,0.0,1340
35694,AZC02-207336,1427.04,0.0,0.0,1340
27574,AZL16-204402,1426.25,0.0,0.0,1340
10838,AZG21-155772,1426.11,0.0,0.0,1340
37047,AZG28-156091,1426.11,0.0,0.0,1340
38852,AZC35-207374,1426.11,0.0,0.0,1340
117212,AZC11-208726,1425.78,0.0,0.0,1340
148545,AZC25-209149,1425.78,0.0,0.0,1340
39224,AZM31-136248,1425.0,0.0,0.0,1340
182567,AZA21-108879,1425.0,0.0,0.0,1340
21502,AZW08-215032,1422.72,0.0,0.0,1340
27405,AZW23-215130,1422.72,0.0,0.0,1340
56984,AZF21-153562,1414.0,0.0,0.0,1340
159079,AZL51-206280,1411.3,0.0,0.0,1340
10949,AZG47-155773,1411.2,0.0,0.0,1340
1044762,AZM48-146369,1410.56,0.0,0.0,1340
187132,AZY57-220258,1409.42,0.0,0.0,1340
