IDDeposito,FolioVenta,ID_PVenta,Subtotal,IVA,IEPS,Total,Fecha_Venta,Fecha_Deposito,Subtotal_Deposito,IVA_Deposito,IEPS_Deposito,Total_Deposito
1596,AZG09-160528,416594,72.24,0.0,5.76,78.0,2023-07-03,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZA59-111646,491656,72.24,0.0,5.76,78.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZA46-111614,488944,68.52,0.0,5.48,74.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZE17-147268,500043,68.52,0.0,5.48,74.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AVA21-91329,395007,63.9,0.0,5.1,69.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AVA01-92012,469301,61.12,0.0,4.88,66.0,2023-07-06,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZC27-211984,348890,58.32,0.0,4.68,63.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AWW51-104452,348506,53.7,0.0,4.3,58.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZK09-126304,356160,53.7,0.0,4.3,58.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZE10-145886,356501,53.7,0.0,4.3,58.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AVA00-91043,361475,53.7,0.0,4.3,58.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AVA47-91061,363057,53.7,0.0,4.3,58.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AVA47-91061,363058,53.7,0.0,4.3,58.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZQ33-165320,363322,53.7,0.0,4.3,58.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AVC17-87817,368935,53.7,0.0,4.3,58.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZQ39-165490,378702,53.7,0.0,4.3,58.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZJ59-158795,392550,53.7,0.0,4.3,58.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZW45-220686,392986,53.7,0.0,4.3,58.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZJ27-158816,394810,53.7,0.0,4.3,58.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZQ40-165748,396967,53.7,0.0,4.3,58.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZQ12-165750,397049,53.7,0.0,4.3,58.0,2023-07-02,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZI01-163813,436313,20.82,0.0,1.68,22.5,2023-07-04,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZD15-165529,500780,285.0,0.0,0.0,285.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AVZ09-87047,501843,285.0,0.0,0.0,285.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AVZ09-87047,501844,285.0,0.0,0.0,285.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AVZ09-87047,501845,285.0,0.0,0.0,285.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AWI20-161525,502203,285.0,0.0,0.0,285.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZS04-152589,502337,285.0,0.0,0.0,285.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZM50-141033,502429,285.0,0.0,0.0,285.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZN04-141980,502586,285.0,0.0,0.0,285.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZM23-141039,502749,285.0,0.0,0.0,285.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZE10-147290,502787,285.0,0.0,0.0,285.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZE10-147290,502788,285.0,0.0,0.0,285.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZL32-211635,502953,285.0,0.0,0.0,285.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZC59-214269,502983,285.0,0.0,0.0,285.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZS16-152597,503585,285.0,0.0,0.0,285.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AWI23-161550,503803,285.0,0.0,0.0,285.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AVA13-92332,504259,285.0,0.0,0.0,285.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AVA21-64839,505071,285.0,0.0,0.0,285.0,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZF23-158326,505049,284.87,0.0,0.0,284.87,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AVZ09-86899,485903,284.43,0.0,0.0,284.43,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZM23-141026,501707,284.28,0.0,0.0,284.28,2023-07-07,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AVC18120231688261304-87806,368236,122.89,0.0,0.0,122.89,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZK11-126196,346786,0.0,0.0,0.0,0.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZT43-191239,350943,0.0,0.0,0.0,0.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AVA48-90959,352313,0.0,0.0,0.0,0.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
1596,AZK27-126290,354905,0.0,0.0,0.0,0.0,2023-07-01,2023-07-04,30653.0,3692.0,140.0,34485.0
